"","MD_ULRG_01_A","MD_ULRG_02_A","MD_ULRG_03_A","MD_ULRG_04_A","MD_ULRG_05_A","MD_ULRG_06_A","MD_ULRG_07_A","MD_ULRG_08_A","MD_ULRG_09_A","MD_ULRG_10_A","MD_ULRG_11_A","MD_ULRG_12_A","MD_ULRG_13_A","MD_ULRG_14_A","MD_ULRG_01_B","MD_ULRG_02_B","MD_ULRG_03_B","MD_ULRG_04_B","MD_ULRG_05_B","MD_ULRG_06_B","MD_ULRG_07_B","MD_ULRG_08_B","MD_ULRG_09_B","MD_ULRG_10_B","MD_ULRG_11_B","MD_ULRG_12_B","MD_ULRG_13_B","MD_ULRG_14_B"
"620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4137,NA,10534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32465,NA,24351
"621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10477,NA,11960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15368,NA,9947
"622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8477,NA,23608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4554,NA,23925
"623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22912,NA,24257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6326,NA,24710
"624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3614,NA,12017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3507,NA,11867
"625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2979,NA,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32008,NA,23677
"626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4530,NA,26795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7212,NA,4944
"627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9021,NA,18995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4049,NA,5687
"628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11226,NA,31846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6315,NA,26955
"629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6603,NA,5338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4516,NA,3507
"630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19474,NA,13707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41814,NA,4198
"631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3402,NA,59526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14286,NA,11563
"632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9769,NA,42715
"633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8348,NA,22007
"634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5406,NA,1e+05
"635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16036,NA,7254
"636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10155
"637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14180
"638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5699
"639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14026
"640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2476
"641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6868
"642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5490
"643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14847
"644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19254
"645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8175
"646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16420
"647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32565
"648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22617
"649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4960
"650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31621
"651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947
"652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9829
"653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5223
"654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14945
"655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24040
"656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2509
"657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3781
"658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19470
"659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5379
"660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3550
"661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6229
"662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8331
"663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4925
"664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8450
"665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17766
"666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77121
"667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5711
"668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23682
"669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9884
"670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11485
"671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36201
"672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8637
"673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9836
"674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17659
"675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2719
"676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4640
"677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12196
"678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17186
"679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13649
"680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2792
"681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5152
"682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2646
"683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22284
"684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3575
"685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2723
"686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42430
"687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30460
"688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3299
"689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17695
"690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14079
"691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6866
"692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17381
"693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6468
"694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17768
"695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10725
"696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12599
"697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9974
"698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947
"699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46883
"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11482
"701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24108
"702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3284
"703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8193
"704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11395
"705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17292
"706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37044
"707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4247
"708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28182
"709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3448
"710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14276
"711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2595
"712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18234
"713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19779
"714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17225
"715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15466
"716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6799
"717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7775
"718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3943
"719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8060
"720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6695
"721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21801
"722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2958
"723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21220
"724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10841
"725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3385
"726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6192
"727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12997
"728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20053
"729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18176
"730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6482
"731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5010
"732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17419
"733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3523
"734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16639
"735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86763
"736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18612
"737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17560
"738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24104
"739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05
"740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46109
"741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2823
"742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41872
"743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5291
"744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21981
"745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13781
"746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4920
"747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8387
"748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3008
"749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35890
"750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9641
"751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8977
"752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4547
"753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31508
"754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6223
"755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22187
"756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12715
"757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47592
"758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5106
"759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3814
"760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20217
"761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3867
"762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11033
"763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30621
"764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05
"765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21077
"766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5503
"767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7276
"768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19107
"769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10065
"770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18957
"771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9602
"772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5919
"773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6065
"774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10563
"775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24071
