"","Sample","g_shape","g_scale","ln_shape","ln_scale","cdist","Per","Activity"
"142","MD_RTLC_21",0.423834749879184,0.263307646246986,-3.73094923360287,1.83790569766037,81.7355423226567,20.0282087447109,0.136389365866925
"291","MD_RTLC_22",0.481368108488669,0.234645494486605,-3.50818925204384,1.78112766998927,74.6804865789709,20,0.180006767290586
"215","MD_RTLC_23",0.691641863850279,0.245626470753925,-2.64782792981004,1.43257100689658,64.0538753816082,20.0559701492537,0.233912339123391
"375","MD_RTLC_24",0.560282074364773,0.121609226177805,-3.79996415098865,1.49759944093656,72.2288644455402,20.0320512820513,0.0742188364687392
"244","MD_RTLC_25",0.577090357607562,0.112203562587917,-3.81416919555515,1.4797647154136,72.8265812503688,20,0.0764482476195897
"124","MD_RTLC_26",0.648159422857715,0.208163475569051,-2.94573089928224,1.4288396391396,67.5027692896142,20.097244732577,0.211642116421164
"119","MD_RTLC_27",0.532970650113664,0.290909677448979,-3.04414853728691,1.57444852748308,74.6690801733868,20.03367003367,0.206592065920659
"306","MD_RTLC_28",0.513949318677197,0.123091374034085,-3.99115697073429,1.50484588912224,77.9641994702434,20.0392927308448,0.0758663871206443
"284","MD_RTLC_29",0.48545721722884,0.183834826917344,-3.73065610431553,1.64223920386302,78.0929359818111,20,0.108320921363451
"266","MD_RTLC_30",0.525871369766422,0.121642449442621,-3.94782652894742,1.53408962101907,76.2745471663984,20,0.0787440667621677
"270","MD_RTLC_31",0.501577967242604,0.156336756787463,-3.81162010077498,1.59328217869017,77.018568895575,20.0296735905045,0.0979233272301227
"274","MD_RTLC_32",0.419436999008802,0.0986751511782118,-4.741730161479,1.74092704474505,82.2870668513428,20.0146092037984,0.0448980448980449
"259","MD_RTLC_33",0.478828288402706,0.20121000818334,-3.67537779142315,1.67254598760762,77.5766012544886,20.015455950541,0.12486599815955
"252","MD_RTLC_34",0.512818794086169,0.140957662312181,-3.86098056746775,1.54613553562389,77.7498037800966,20.0317965023847,0.0815205532734397
"245","MD_RTLC_35",0.510454069411712,0.157478555191088,-3.76118208708722,1.59053958917953,76.8241635092931,20.0490998363339,0.101170994254128
"341","MD_RTLC_36",0.526934955356828,0.116911865190617,-3.9835092685238,1.51833153130774,76.6815413378775,20,0.0769384018442448
"4933","MD_GSSF_T1_A",0.796886379562565,0.00850993807529295,-5.73857674867681,0.76783529284786,70.419377698682,20.0024328927094,0.00485094568142505
"4430","MD_GSSF_T1_B",0.699627341617961,0.0118769258644798,-5.6540250768976,0.824390226012536,73.892690326856,20.0027091705423,0.00561621872895104
"2175","MD_GSSF_T1_C",0.52858021577423,0.0229608779880602,-5.60271920645939,0.986874886648665,82.4680710438591,20.0018392495862,0.00574587242708561
"3934","MD_GSSF_T1_D",0.715899735721985,0.0102962457779411,-5.75171723857891,0.795513983374522,73.4204934424814,20.002033760423,0.00466753313284444
"2136","MD_GSSF_T1_E",0.569907300614969,0.0194959985787346,-5.59217476520286,0.947542683237257,80.1347057215614,20.0074934432372,0.00593560954630692
"829","MD_GSSF_T2_A",0.341280844251831,0.0597438761933046,-5.87178861989229,1.7133430057261,93.2391591026423,20.0048262548263,0.00728600728600729
"803","MD_GSSF_T2_B",0.352876525556556,0.186684480748873,-4.62364902919042,1.76647796005319,92.7111538181496,20.0049825610364,0.0368153256995766
"1111","MD_GSSF_T2_C",0.351338411166745,0.156990282656336,-4.81048672212941,2.25647417972824,68.5944261681945,20,0.125585125585126
"1424","MD_GSSF_T2_D",0.420256900165608,0.190920183535302,-4.07620518380372,2.30222205261459,57.5936870242679,20,0.14971714971715
"1180","MD_GSSF_T2_E",0.363542798705172,0.178114188599925,-4.57578758350604,2.33869584493799,62.6148763696361,20.0067819599864,0.136333136333136
"1977","MD_GSSF_T3_A",0.507269758728794,0.223773667732605,-3.42511613852546,2.24740808582948,48.9439241933371,20.0020234722784,0.194777194777195
"1890","MD_GSSF_T3_B",0.548640491831062,0.169503057731285,-3.51657229306345,2.14430402380375,46.2556588999641,20.0084691933093,0.145078145078145
"2349","MD_GSSF_T3_C",0.552093002788966,0.197589464316093,-3.34883953347293,2.19441664453642,43.9830693178415,20.0034062845951,0.183430183430183
"2096","MD_GSSF_T3_D",1.31939581004321,0.0900943369949816,-2.55425831610441,1.3741514372902,39.6398671706788,20.0057268301995,0.162537162537163
"2181","MD_GSSF_T3_E",0.90443110632106,0.138614978110547,-2.72249370843414,1.7386343319825,40.2149392836118,20.0018341892883,0.176038176038176
"2054","MD_GSSF_T4_A",2.10477926657773,0.0613942271053171,-2.30225439408942,1.07124516054869,35.525754377105,20.0019476093096,0.169360169360169
"2052","MD_GSSF_T4_B",2.34437565671794,0.045827575413807,-2.45904942960622,1.00559130285174,33.2746609433998,20,0.137474137474137
"2056","MD_GSSF_T4_C",2.31179499953064,0.0479478955612035,-2.43122049740433,1.02830082444062,33.0271047631338,20.0077851304009,0.143843143843144
"2028","MD_GSSF_T4_D",3.09099839783457,0.0317328539167472,-2.4923168642278,0.78744300570799,35.1110546455063,20.0039455513908,0.120854120854121
"2058","MD_GSSF_T4_E",1.94523158261373,0.0571806281595169,-2.47473885048987,1.03501488806839,40.0244741819557,20,0.141214141214141
"2026","MD_GSSF_T5_A",3.36923420222097,0.0292718037485983,-2.47213728254502,0.763393769848147,33.5272803374621,20,0.124289124289124
"2022","MD_GSSF_T5_B",3.99102468021893,0.0210661399679429,-2.60650745730987,0.68072829966489,32.2664485311013,20,0.104311104311104
"20281","MD_GSSF_T5_C",3.64966866314316,0.0248411647952596,-2.54385759865348,0.736447559983009,32.8691986410429,20.0078926598264,0.113062113062113
"2027","MD_GSSF_T5_D",3.22773419340138,0.0277483763269683,-2.5756528176365,0.764966367793655,34.5444607828355,20.003947498273,0.112152112152112
"2092","MD_GSSF_T5_E",1.5455704488083,0.0622431995263057,-2.69845212504332,1.19192364885723,40.9049971826986,20.0038248231019,0.118050118050118
"2037","MD_GSSF_T6_A",2.94609427651593,0.0286778631643819,-2.65036440139448,0.854118117662061,32.4386152784779,20.0019638648861,0.107909107909108
"2049","MD_GSSF_T6_B",2.73363592649485,0.0259452061257903,-2.84007909793939,0.874847242194909,33.3610823435316,20.0019523623585,0.0911110911110911
"2033","MD_GSSF_T6_C",3.36856938383883,0.022030475683202,-2.7565612830358,0.762164565454505,33.4856002824088,20.0059043495375,0.0944510944510945
"2034","MD_GSSF_T6_D",3.17953337232856,0.0233857995685862,-2.76431078073481,0.80224615895709,32.7689570830148,20.0059014458542,0.0941080941080941
"2070","MD_GSSF_T6_E",1.82236788316044,0.0417720526033534,-2.87418879259233,1.07222505301411,37.3876204871142,20.0077324569882,0.0967330967330967
"2047","MD_GSSF_T7_A",2.94747657237662,0.0242360163423001,-2.81806814270206,0.855237715839382,32.5520315112358,20.0019542700801,0.08996008996009
"2032","MD_GSSF_T7_B",3.54756579224077,0.0210850248297761,-2.74043309704567,0.743573494437425,32.9699979630813,20.0039377830282,0.0930760930760931
"20371","MD_GSSF_T7_C",2.98789283989346,0.0266754947516423,-2.70600810668189,0.831377334483878,33.75548754343,20.0058927519151,0.1004701004701
"2031","MD_GSSF_T7_D",3.36060948264895,0.0216533328126337,-2.77658320395076,0.751289992188246,34.0131938320422,20.0078809969461,0.0906920906920907
"2066","MD_GSSF_T7_E",1.99740947096939,0.0377436323322015,-2.85581605206397,1.03449430510279,36.6586400121493,20.0058100125884,0.0955930955930956
"20321","MD_GSSF_T8_A",3.62191178686682,0.0582847661806061,-1.69975887567044,0.74578410788976,31.5333147118928,20.0078771169752,0.266352967962887
"2025","MD_GSSF_T8_B",3.8460471173228,0.0507435845408463,-1.76952428534652,0.687315839249903,32.6048446775276,20.0019755037535,0.245054976330294
"2040","MD_GSSF_T8_C",2.91452110141585,0.0227715957070034,-2.89379083900161,0.824589973498906,34.2179919843132,20,0.0837480837480837
"20331","MD_GSSF_T8_D",3.13433576997705,0.0211007393011204,-2.88396422630041,0.781910622915651,33.6837611022635,20.0059043495375,0.0828540828540829
"2051","MD_GSSF_T8_E",2.1384059028049,0.0300453089399406,-2.99663690207129,0.936392122825816,38.0734391230635,20.0019504583577,0.0807910807910808
"20251","MD_GSSF_T9_A",3.8966535350282,0.0512740219503692,-1.74420680413683,0.682556298541201,32.2600674591126,20.0079043572769,0.252091061168085
"20271","MD_GSSF_T9_B",3.88819917634399,0.0167032626152133,-2.86826683838516,0.680862627764325,32.5867319650085,20.00592183182,0.0814730814730815
"20332","MD_GSSF_T9_C",3.11382061280294,0.0207990652987884,-2.90613948761874,0.776091130004291,34.4732108382317,20,0.082982082982083
"20272","MD_GSSF_T9_D",3.37927068653755,0.0552108311192381,-1.83416639578691,0.729872620758785,33.6648443898307,20,0.234878742169391
"2048","MD_GSSF_T9_E",2.35305316633024,0.0261039605101996,-3.0172626896398,0.891471679269929,37.0489766545482,20.0058610921168,0.076960076960077
"20311","MD_GSSF_T10_A",2.24572595221759,0.0432849585185135,-2.56975313096753,0.793036647636348,40.1357925531245,20.0078809969461,0.138498610175602
"2036","MD_GSSF_T10_B",2.01938517626859,0.0425824555037677,-2.72112001834563,0.828619041401061,41.6034652413035,20,0.123986882840491
"2061","MD_GSSF_T10_C",1.80075872685428,0.0609684201618899,-2.51187818728683,0.958484189199706,40.7735911003959,20,0.150331881844371
"20511","MD_GSSF_T10_D",2.00089479320786,0.0442791514500833,-2.69387496845435,0.879277546791963,40.1418289160454,20.0019504583577,0.126757044781122
"20521","MD_GSSF_T10_E",2.07033321235429,0.0413421751883391,-2.71870865586338,0.847363529784314,40.7282798484008,20.0058496636443,0.118592024083965
"5800","Ecoli_GC_T1",3.39655022258195,0.0225483653391227,-2.72371559175914,0.661735721695959,33.9900374078709,20.0006896789544,0.104031104031104
"7546","Ecoli_GC_T2",2.85424884061613,0.0225762211940584,-2.92736642623142,0.695798074282111,35.8804377188868,20.0021205534645,0.0877150877150877
"7809","Ecoli_GC_T3",1.20196754109722,0.0257281575130194,-3.94665528724579,0.940271526311096,57.32382003336,20.0005122425981,0.0337664916767253
"7759","Ecoli_GC_T4",0.93152962316369,0.0130945346371629,-5.03158502083228,1.0015753961865,62.9366783189759,20.0005155436408,0.012193112747555
"7849","Ecoli_GC_T5",1.1777029255118,0.0202050741816903,-4.21932569194399,0.892936600579738,56.3112143953159,20.0015289740584,0.0270580270580271
"7758","Ecoli_GC_T6",0.961521508217239,0.0157202274568088,-4.79522779011237,0.882174664162582,62.3150977211386,20.0020625999072,0.0142530142530143
"7601","Ecoli_GC_T7",0.506720488909147,0.0111572074373913,-6.42620710399665,1.12905507284631,82.3175068110819,20.001052548483,0.00283498251418203
